Review,Star,Sentiment
"Worst BK ever i live  couple blocks away  so I go there a lot ,every time that food taste different,
three times I order a regular cheeseburger and I find bacon inside a sandwich which  is not supposed to have bacon in it !!
The staff is super rude and slow they take for ever to serve you and then even if its not even busy and u the only one there  they still take forever to make ur oder ready
I go there at 6:30 and most of what i order the girl say we don’t have it for today !!!!!! So had to change all my order to end up with somthing totally different from what i went in for !!
Plus It say’s they open till midnight but if u go there at 10:30  the door is already closed!!!!!!
Worst BK U CAN GO TO IS THIS SPOT AVOID IT ITS ACTUALLY BETTER FOR YOU .",1,Negative
"Incredibly crappy and massively disappointing burger king ever. If this were the last place on earth to get food from, you should think twice. Uncourteos staff, barely cooked food welcomes you at this restaurant. I love how consistently disappointing they are. You don't have to wonder.",1,Negative
"Not bad, good and fast service. But too many flies. The impossible burger would be great with a vegan cheese option. Come on BK, eating it plain sucks.",3,Negative
This particular location is the worst Burger King I’ve ever been to. Don’t bother ordering from here whether it’s a pick up or delivery. It’s horrible either way.,1,Negative
Sub par service. The cashier was not good at answering simple questions about menu items and messed up my order. I wanted a bacon cheese burger and did not receive one.,3,Negative
I see why they have bad reviews worst Burger King they never try to give you the receipt because they know their going get bad ratings also they  never do your order right make sure you watch them and check your food smfh never going back hard fries messed up burger order they always don’t have something in stock what type of garbage establishment is this fire everyone their,1,Negative
"Don’t come here food was rotten, and the burger was like cold like not cooked what so ever, look at the yelp reviews before coming here",1,Negative
"Worst service ever! Under staffed,
Don't even acknowledge costumers,  waited ten minutes with only a person in front of me.  Chit chat is more important than the costumers",1,Negative
they forget my chicken sandwich they gave me half of large onions rings which was to hard to eat and they game me cheese burgers instead of double cheeseburgers. worst burger king ever . This happen on Sunday November 22 2020 at 8pm .,1,Negative
I make family order you forgot the soda and the fries this a second time and the most horrible in the storie we find a hair in one sandwich,1,Negative
Delivery order was incomplete. Did receive burnt nuggets and hard mozzarella sticks. Numerous phone calls went unanswered.,1,Negative
It's a great place but more space is needed in the Drive-Thru. It's very tight back there and you have to be very very careful. Besides that it's a very clean and good place to have a meal.,5,Positive
It's a basic burgerkinf no frills  places not clean.,3,Negative
"This burger king is my favorite place to eat!!! I have been eating at this location with my family since I was 5 years old, I ate my first whopper there!!! The service is extrodinary!!! The employees are amazing!!! Best Burger King in jersey city!!!",5,Positive
"""Drive through"" space is curved and narrow. They don't take orders where the small window is. Everything is very confusing and makes uncomfortable for customers to simply place an order.",1,Negative
absolutely terrible. you'll be lucky to get food with no spit in it. the staff hates the customers and aren't afraid to show it. terrible BK. you'd be better off with a ramen soup at home.,1,Negative
Feeling for a late night snack? Don't even bother they close before the marked time on the door! Won't even make an exception at the drive through even though the restaurant is supposed to be open. BS,1,Negative
So I ordered online and when my order arrived I received something completely different from what I ordered. DoorDash delivered and the delivery was very fast. Only up side,2,Negative
"Friendly staff,quick service",5,Positive
The whole place is filthy. I never write reviews but it smells like Urine the entire time you’re trying to enjoy your food,1,Negative
