aspect,adjective,aspect_adj,predictions_overall,predictions_absa_pre
bowl,free,free bowl,Negative,Positive
he,wrong,wrong he,Negative,Negative
lady act,not professional,not professional lady act,Negative,Negative
lady act,not young,not young lady act,Negative,Neutral
it,not clean,not clean it,Negative,Negative
period,extended,extended period,Negative,Neutral
choice,only,only choice,Negative,Neutral
time,multiple,multiple time,Negative,Negative
customer service,awful,awful customer service,Negative,Negative
i,happy,happy i,Negative,Neutral
i,able,able i,Negative,Neutral
i,able,able i,Negative,Neutral
food place,favorite,favorite food place,Positive,Positive
food place,fast,fast food place,Positive,Neutral
expedient service,pleasant,pleasant expedient service,Positive,Positive
taste,acquired,acquired taste,Positive,Positive
lamb,braised,braised lamb,Positive,Neutral
lamb,good,good lamb,Positive,Positive
experience,good,good experience,Positive,Positive
location,favorite,favorite location,Positive,Positive
experience,pleasant,pleasant experience,Positive,Positive
experience,friendly,friendly experience,Positive,Positive
racquel,reassuring,reassuring racquel,Positive,Neutral
family,entire,entire family,Positive,Neutral
service,slow,slow service,Negative,Negative
service,bad,bad service,Negative,Negative
food,ok,ok food,Negative,Neutral
staff,nighttime,nighttime staff,Positive,Positive
staff,nice,nice staff,Positive,Positive
manager,assistant,assistant manager,Positive,Neutral
portion size,great,great portion size,Positive,Positive
size,delicious,delicious size,Positive,Positive
food,favorite,favorite food,Positive,Positive
food,fast,fast food,Positive,Neutral
location,terrible,terrible location,Negative,Negative
order,online,online order,Negative,Neutral
order,online,online order,Negative,Neutral
order,online,online order,Negative,Neutral
time,multiple,multiple time,Negative,Neutral
line,dine,dine line,Negative,Neutral
time,past,past time,Negative,Neutral
piece,huge,huge piece,Negative,Positive
avocado,solid,solid avocado,Negative,Neutral
ingredient,missing,missing ingredient,Negative,Negative
staff,friendly,friendly staff,Positive,Positive
food,fresh,fresh food,Positive,Positive
pita chip,heavenly,heavenly pita chip,Positive,Positive
juice,amazing,amazing juice,Positive,Positive
juice,natural,natural juice,Positive,Positive
man,young,young man,Positive,Neutral
food,great,great food,Positive,Positive
food,fresh,fresh food,Positive,Positive
food,mediterranean,mediterranean food,Positive,Neutral
time,first,first time,Positive,Neutral
she,great,great she,Positive,Positive
she,üòä,üòä she,Positive,Neutral
shirt,different,different shirt,Positive,Neutral
patience,much,much patience,Positive,Neutral
food,delicious,delicious food,Positive,Positive
service,amazing,amazing service,Positive,Positive
service,bad,bad service,Negative,Negative
service,bad,bad service,Negative,Negative
price,full,full price,Negative,Neutral
location,different,different location,Negative,Neutral
time,second,second time,Negative,Neutral
ingredient,fresh,fresh ingredient,Positive,Positive
experience,lovely,lovely experience,Positive,Positive
reviewer,many,many reviewer,Negative,Neutral
reviewer,other,other reviewer,Negative,Neutral
order,incorrect,incorrect order,Negative,Negative
order,online,online order,Negative,Neutral
dining,fine,fine dining,Negative,Positive
stuff,minor,minor stuff,Neutral,Neutral
order,online,online order,Neutral,Neutral
i,not much,not much i,Negative,Neutral
i,sorry,sorry i,Negative,Neutral
restaurant,most,most restaurant,Negative,Neutral
service,inferior,inferior service,Negative,Negative
line,long,long line,Negative,Negative
order,pick,pick order,Negative,Neutral
food,cold,cold food,Negative,Negative
meal,tasty,tasty meal,Positive,Positive
meal,build,build meal,Positive,Neutral
food,great,great food,Positive,Positive
time,first,first time,Negative,Neutral
timer,first,first timer,Negative,Neutral
staff,rude,rude staff,Negative,Negative
abs unwelcoming,nasty,nasty abs unwelcoming,Negative,Negative
woman,nasty,nasty woman,Negative,Negative
it,unfortunate,unfortunate it,Negative,Negative
experience,bad,bad experience,Negative,Negative
food,good,good food,Negative,Positive
customer,many,many customer,Negative,Neutral
customer,other,other customer,Negative,Neutral
everyone,perfect,perfect everyone,Positive,Positive
it,consistent,consistent it,Positive,Positive
pita chip,addictive,addictive pita chip,Positive,Positive
service,wonderful,wonderful service,Negative,Positive
time,poor,poor time,Negative,Negative
experience,awful,awful experience,Negative,Negative
order,online,online order,Negative,Neutral
order,not ready,not ready order,Negative,Negative
day,great,great day,Negative,Positive
part,worst,worst part,Negative,Negative
cava,closest,closest cava,Negative,Neutral
it,disappointing,disappointing it,Negative,Negative
place,awesome,awesome place,Positive,Positive
version,healthier,healthier version,Positive,Neutral
responder,first,first responder,Positive,Neutral
which,appreciated,appreciated which,Positive,Neutral
which,super,super which,Positive,Neutral
staff,friendly,friendly staff,Positive,Positive
food,delicious,delicious food,Positive,Positive
lady,young,young lady,Positive,Neutral
lady,nice,nice lady,Positive,Positive
lady,pleasant,pleasant lady,Positive,Positive
minute service,last,last minute service,Positive,Neutral
we,surprised,surprised we,Positive,Neutral
staff,amazing,amazing staff,Positive,Positive
they,nice,nice they,Positive,Positive
service experience,best,best service experience,Positive,Positive
recommendation,honest,honest recommendation,Positive,Neutral
food,great,great food,Positive,Positive
food,fresh,fresh food,Positive,Positive
time,3rd,3rd time,Negative,Neutral
order,entire,entire order,Negative,Neutral
order,online,online order,Negative,Neutral
order,wrong,wrong order,Negative,Negative
place,horrible,horrible place,Negative,Negative
order,online,online order,Negative,Neutral
order,whole,whole order,Negative,Neutral
straw,last,last straw,Negative,Neutral
it,sad,sad it,Negative,Neutral
money,much,much money,Negative,Neutral
cava,good,good cava,Positive,Positive
dish place,own,own dish place,Positive,Neutral
this,fresh,fresh this,Positive,Positive
this,clean,clean this,Positive,Positive
this,full,full this,Positive,Neutral
i,full,full i,Positive,Neutral
chicken,delicious,delicious chicken,Negative,Positive
fortune,small,small fortune,Negative,Neutral
order,online,online order,Negative,Neutral
order,not ready,not ready order,Negative,Negative
i,upset,upset i,Negative,Negative
i,enough,enough i,Negative,Neutral
choice,many,many choice,Negative,Neutral
choice,other,other choice,Negative,Neutral
associate,pleasant,pleasant associate,Positive,Positive
associate,patient,patient associate,Positive,Positive
this,disappointing,disappointing this,Positive,Negative
team member,pleasant,pleasant team member,Positive,Positive
device,personal,personal device,Positive,Neutral
selection,good,good selection,Negative,Positive
lid,plastic,plastic lid,Negative,Neutral
recycle food,motivated,motivated recycle food,Negative,Neutral
recycle food,healthy,healthy recycle food,Negative,Positive
option,great,great option,Positive,Positive
choice,good,good choice,Positive,Positive
veggie,roasted,roasted veggie,Positive,Neutral
atmosphere,nice,nice atmosphere,Positive,Positive
manager,not friendly,not friendly manager,Negative,Negative
occasion,various,various occasion,Negative,Neutral
time,different,different time,Negative,Neutral
line,long,long line,Negative,Negative
staff,enough,enough staff,Negative,Positive
onion,fresh,fresh onion,Negative,Positive
onion,cabbage,cabbage onion,Negative,Neutral
onion,pickled,pickled onion,Negative,Neutral
cava location,previous,previous cava location,Negative,Neutral
area,several,several area,Negative,Neutral
food,flavorful,flavorful food,Positive,Positive
topping,exceptional,exceptional topping,Positive,Positive
lamb,unmatched,unmatched lamb,Positive,Neutral
thing,favorite,favorite thing,Negative,Positive
cava,cold,cold cava,Negative,Negative
cava,expensive,expensive cava,Negative,Negative
cava,good,good cava,Negative,Positive
falafel,extra,extra falafel,Negative,Neutral
sauce,much,much sauce,Positive,Neutral
sauce,eggplant,eggplant sauce,Positive,Neutral
they,good,good they,Positive,Positive
lamb,braised,braised lamb,Positive,Neutral
chicken,grilled,grilled chicken,Positive,Neutral
option,flavorful,flavorful option,Positive,Positive
slice,free,free slice,Positive,Positive
it,delish,delish it,Positive,Neutral
order,online,online order,Negative,Neutral
order,online,online order,Negative,Neutral
love,have,have love,Positive,Neutral
time,first,first time,Positive,Neutral
time,awesome,awesome time,Positive,Positive
guy,other,other guy,Positive,Neutral
grain,single,single grain,Positive,Neutral
food option,exceptional,exceptional food option,Positive,Positive
order,online,online order,Positive,Neutral
item,few,few item,Positive,Neutral
option,many,many option,Positive,Neutral
staff,friendly,friendly staff,Positive,Positive
ordering,online,online ordering,Positive,Neutral
location,worst,worst location,Negative,Negative
customer service,poor,poor customer service,Negative,Negative
inconvenient,super,super inconvenient,Negative,Neutral
cash,exact,exact cash,Negative,Neutral
pickup,curbside,curbside pickup,Negative,Neutral
pickup,worst,worst pickup,Negative,Negative
order,curbside,curbside order,Negative,Neutral
service,not good,not good service,Negative,Negative
food,decent,decent food,Positive,Positive
taste,bland,bland taste,Neutral,Negative
meat,cold,cold meat,Neutral,Negative
meat,extra,extra meat,Neutral,Neutral
it,pricey,pricey it,Neutral,Neutral
experience,wonderful,wonderful experience,Positive,Positive
bowl,cold,cold bowl,Negative,Negative
everything,cold,cold everything,Negative,Negative
drink,free,free drink,Positive,Positive
experience,great,great experience,Positive,Positive
obsession,new,new obsession,Positive,Neutral
we,good,good we,Positive,Positive
end,very,very end,Positive,Neutral
stir,good,good stir,Positive,Positive
experience,wonderful,wonderful experience,Positive,Positive
food,scrumptious,scrumptious food,Positive,Positive
service,excellent,excellent service,Positive,Positive
energy,great,great energy,Positive,Positive
energy,awesome,awesome energy,Positive,Positive
daisha,helpful,helpful daisha,Positive,Positive
daisha,knowledgable,knowledgable daisha,Positive,Positive
. daisha,awesome,awesome . daisha,Positive,Positive
food,good,good food,Positive,Positive
staff,superb,superb staff,Positive,Positive
selection,good,good selection,Positive,Positive
way,healthy,healthy way,Positive,Positive
service staff,great,great service staff,Positive,Positive
service staff,helpful,helpful service staff,Positive,Positive
experience,good,good experience,Positive,Positive
lemon chicken bowl,good,good lemon chicken bowl,Positive,Positive
wife,disgusted,disgusted wife,Negative,Negative
food,fresh,fresh food,Positive,Positive
food,tasty,tasty food,Positive,Positive
worker,accommodating,accommodating worker,Positive,Positive
shout,are,are shout,Positive,Neutral
shout,huge,huge shout,Positive,Positive
employee,nice,nice employee,Positive,Positive
portion,good,good portion,Positive,Positive
scoop,big,big scoop,Negative,Neutral
one,tiny,tiny one,Negative,Negative
roulette,russian,russian roulette,Negative,Neutral
review,negative,negative review,Positive,Neutral
day,bad,bad day,Positive,Neutral
food quality,excellent,excellent food quality,Positive,Positive
staff,patient,patient staff,Positive,Positive
kid,most,most kid,Positive,Neutral
kid,young,young kid,Positive,Neutral
review,bad,bad review,Positive,Negative
it,not bad,not bad it,Positive,Neutral
it,chaotic,chaotic it,Positive,Negative
place,new,new place,Positive,Neutral
place,clean,clean place,Positive,Positive
food,good,good food,Positive,Positive
training,more,more training,Positive,Neutral
they,slow,slow they,Positive,Negative
they,nice,nice they,Positive,Positive
they,patient,patient they,Positive,Positive
worker,new,new worker,Positive,Positive
